city,year,page,line_no,organization_name,category,sub_category,line,address,description
Kansas City,1927,14,56,Primitive,Churches,,Primitive-537 Adams,,
Kansas City,1927,14,57,Rosedale,Churches,,"Rosedale-SW Blvd ne cor Wyandotte. Rev Brynle Owen, r216 N 30th",,
Kansas City,1927,14,58,Ruby Av,Churches,,"Ruby Av-944 Ruby av. Rev Ralph A Stone- braker, r940 Ruby av",,
Kansas City,1927,14,59,St John The Baptist,Churches,,"St John The Baptist-702 N 4th. Rev Martin D Krmpotic, pastor",,
Kansas City,1927,14,60,Second,Churches,,Second-2328 Ruby av,,
Kansas City,1927,14,61,Second Metropolitan,Churches,,Second Metropolitan-1826 S 37th,,
Kansas City,1927,14,62,State Avenue,Churches,,State Avenue-3200 State av.,,
Kansas City,1927,14,64,Tribestone,Churches,,Tribestone-1158 Cambridge,,
Kansas City,1927,14,65,Walnut Blvd,Churches,,Walnut Blvd-Walnut Blvd cor Parallel. Rev JR Richardson,,
Kansas City,1927,14,66,West Immanuel,Churches,,West Immanuel-3214 Brown av,,
Kansas City,1927,14,67,James Street Mission,Churches,,James Street Mission-78 N James,,
Kansas City,1927,14,68,Antioch,Churches,,Antioch-2404 N 5th,,
Kansas City,1927,14,69,Eighth St,Churches,,"Eighth St-8th sw cor Oakland av. Rev D B Jackson, r710 Freeman av",,
Kansas City,1927,14,70,First,Churches,,First-500 Nebraska av. Rev Wm A Bowren. r1060b Washn Blvd,,
Kansas City,1927,14,71,First-Quindaro,Churches,,First-Quindaro-3400 N 28th,,
Kansas City,1927,14,72,Greystone Heights,Churches,,Greystone Heights-cor Ralph and August,,
Kansas City,1927,14,73,Jerusalem,Churches,,Jerusalem-Ann av sw cor 13th.,,
Kansas City,1927,14,74,King Solomon,Churches,,King Solomon-1947 N 3d,,
Kansas City,1927,14,75,Metropolitan,Churches,,"Metropolitan-9th se cor Washington Blvd. Rev Harry B Bronson, r852 Washn Blvd",,
Kansas City,1927,14,76,Morning Star,Churches,,"Morning Star-Kimball.sw cor Thompson. Rev PM Mack, r310 Walker",,
Kansas City,1927,14,77,Mount Carmel,Churches,,"Mount Carmel-39th and Lloyd. Rev Sanford McManaway, r94 Greystone av",,
Kansas City,1927,14,78,Mount Olive,Churches,,Mount Olive-1018 N 3d,,
Kansas City,1927,14,79,Mount Pleasant,Churches,,Mount Pleasant-Parallel and Walnut.,,
Kansas City,1927,14,80,Mount Zion,Churches,,"Mount Zion-417 Richmond av. Rev Henry D Allen, pastor",,
Kansas City,1927,14,81,New Hope,Churches,,New Hope-Mill and Humboldt rd,,
Kansas City,1927,14,82,Pleasant Green,Churches,,"Pleasant Green-340 Oakland av. Rev Geo McNeal, r1816 N 3d",,
Kansas City,1927,14,83,Pleasant Valley,Churches,,Pleasant Valley-1023 Seminary,,
Kansas City,1927,14,84,Quindaro Highland,Churches,,Quindaro Highland-23d ne cor Turner av,,
Kansas City,1927,14,85,Strangers Rest,Churches,,Strangers Rest-2052 N 5th,,
Kansas City,1927,14,86,Shilo,Churches,,Shilo 222 N James,,
Kansas City,1927,14,87,Tabernacle,Churches,,Tabernacle-751 Montana,,
Kansas City,1927,14,88,Tremont,Churches,,Tremont-2719 N Tremont. Rev WW Cook. pastor,,
Kansas City,1927,14,89,True Light,Churches,,True Light-2045 N Water,,
Kansas City,1927,14,90,Leavenworth Dio- cese,Churches,,"Bishop's Residence-1228 Sandusky av. Rt Rev John Ward, bishop, Leavenworth Dio- cese",,
Kansas City,1927,14,91,Blessed Sacrament,Churches,,Blessed Sacrament-22d ne cor Troup av. Rev Eugene L Dekat,,
Kansas City,1927,14,92,Church of Our Lady,Churches,,Church of Our Lady-2046 N 5th. Rev Ange- lus Schaeffer,,
Kansas City,1927,14,93,Holy Family Catholic Church,Churches,,Holy Family Catholic Church (Slavonian)- 515 Ohio. Rev John Perse,,
Kansas City,1927,14,94,Holy Name,Benevolent and Fraternal,,Holy Name-SW Blvd cor Shawnee. Rev A Dornseifer,,
Kansas City,1927,14,95,Out Lady of Mt Carmel,Churches,,Out Lady of Mt Carmel-813 St Paul. Rev Nicholas Zablsa,,
Kansas City,1927,14,96,St Agnes,Churches,,St Agnes Booth av ne cor 47th. Rev James A Ording,,
Kansas City,1927,14,97,St Anthony's,Churches,,"St Anthony's-7th se cor Barnett av. Rev Timithy Brockman, OF M. rector",,
Kansas City,1927,14,98,St Benedict's,Churches,,St Benedict's-ns Pacific nr Boeke. Rey Francis McDonald,,
Kansas City,1927,14,99,St Brigid's,Churches,,"St Brigid's-Reynolds ne cor 1st. Rev A Grabber, OFM",,
Kansas City,1927,14,100,St Casimir's,Churches,,St Casimir's (Lithuanian)-Broadview Blvd cor Ridge. Rev PA Vaitonis,,
Kansas City,1927,14,101,St Cyril and Methodius,Churches,,St Cyril and Methodius (Slovak)-40 N Mill. Rev Francis Kulisek,,
Kansas City,1927,14,102,St John the Baptist,Churches,,St John the Baptist (Croatian)-702 N 4th. Rev MD Krmpotec,,
Kansas City,1927,14,103,St John the Evangelist,Churches,,St John the Evangelist-Strong av ne cor 30th. Rev Louis J Beck,,
Kansas City,1927,14,104,St Joseph's,Churches,,St Joseph's (Polish)-815 Vermont av. Rev John Grudzinski,,
Kansas City,1927,14,105,St Mary's,Churches,,St Mary's 5th nw cor Ann av. Very Rev Maurice Burk,,
Kansas City,1927,14,106,St Peter's Chapel,Churches,,St Peter's Chapel Grandview nw cor Orville av. Rev Francis M Orr,,
Kansas City,1927,14,107,St Rose of Lima,Churches,,St Rose of Lima-8th and Quindaro blvd. Rev Eug F Vallely,,
Kansas City,1927,14,108,St Thomas,Churches,,St Thomas-Pyle nw cor Shawnee av. Rev John McKenna,,
Kansas City,1927,14,109,Advent,Churches,,"Advent Garfield av ne cor 24th. Rev J C Royer, r2448 Garfield av",,
Kansas City,1927,14,110,Central,Churches,,"Central-7th sw cor Armstrong av. Rev Chas A Finch, r952 Sandusky av",,
Kansas City,1927,14,111,Chelsea,Churches,,"Chelsea-1836 N 25th. Rev Walter E Bran- denberg, r1708 Quindaro Blvd",,
Kansas City,1927,14,112,Metropolitan,Churches,,Emerson Park-28th and Metropolitan av.,,
Kansas City,1927,14,113,First,Churches,,First-10th sw cor Hasbrook av.,,
Kansas City,1927,14,114,First (R),Churches,,First (R)-9th and Arthur Davis av,,
Kansas City,1927,14,115,First (Arg),Churches,,First (Arg)-1000 Argentine Blvd.,,
Kansas City,1927,14,117,Grandview,Churches,,"Grandview-1916 Central av. Rev Emanuel Jones, r1917 Central av",,
Kansas City,1927,14,118,Oakland,Churches,,Oakland-21st and Muncie Blvd. Rev Mor- gan F Ross,,
Kansas City,1927,16,1,Quindaro,Churches,,"Quindaro Blvd-12th sw cor Georgia av. Rev Eugene V McCormick, pastor",,
Kansas City,1927,16,3,Temple,Churches,,"Temple-7th ne cor Parallel av. Rev Frank R Gillihan, r2024 N Tremont",,
Kansas City,1927,16,5,Third,Churches,,Third-5th ne cor Cleveland av. Rev J D Smith,,
Kansas City,1927,16,6,First Church of Christ Scientist,Churches,,"First Church of Christ Scientist-18th and Tauromee. Reading Room, 223 Merriam bldg",,
Kansas City,1927,16,7,Second Church of Christ Scientist,Churches,,"Second Church of Christ Scientist-Jayhawk Hall, 847 Minn av. Reading Room open Monday Wednesday and Thursday from 12 m to 3:30 pm",,
Kansas City,1927,16,8,Central,Churches,,"Central-13th and Central av. Rev CE Henry, r231 Wilson Blvd",,
Kansas City,1927,16,9,Chelsea,Churches,,"Chelsea-27th se cor Garfield av. Rev Chas H Husband, r2607 Garfield av",,
Kansas City,1927,16,10,First,Churches,,"First-6th se cor Everett av. Rev C A Riley, r566 Freeman av",,
Kansas City,1927,16,11,Plymouth,Churches,,Plymouth-Francis cor Seminary. Rev Geo M Pfeiffer,,
Kansas City,1927,16,12,Rosedale,Churches,,"Rosedale-4326 Lloyd av. Rev Roy W Merrifield, r4406 Lloyd",,
Kansas City,1927,16,14,St Paul's,Churches,,"St Paul's-712 State av. Rev Carl W Nau, rector, r710 State av",,
Kansas City,1927,16,15,Ascension,Churches,,"Ascension-319 Stewart av. Rev Robt J Johnson, pastor",,
Kansas City,1927,16,16,Zion's,Churches,,"Zion's-714 Nebraska av. Rev HCL Becker, r720 Nebraska av",,
Kansas City,1927,16,17,Quindaro,Churches,,First-20th and Quindaro Blvd.,,
Kansas City,1927,16,18,Life Line Mission,Churches,,Life Line Mission-711 Osage av,,
Kansas City,1927,16,19,Cherith Israel Synagogue,Churches,,Cherith Israel Synagogue-440 Nebraska av,,
Kansas City,1927,16,20,Ohev Sholorn,Churches,,"Ohev Sholorn-7th ne cor Sandusky av. Rabbi Abr Flegstein, r652 Orville av",,
Kansas City,1927,16,21,Church of Christ,Churches,,"Church of Christ-409 Oakland av. Rev David J Young, r1958 N 6th",,
Kansas City,1927,16,22,Argentine Branch,Churches,,Argentine Branch-1300 S 37th,,
Kansas City,1927,16,23,Armourdale Mission,Churches,,Armourdale Mission-938 Miami,,
Kansas City,1927,16,24,Chelsea,Churches,,"Chelsea-Garfield av, ne cor 28th",,
Kansas City,1927,16,25,Grandview Church,Churches,,Grandview Church-9 Wilson Blvd,,
Kansas City,1927,16,26,Quindaro Branch,Churches,,"Quindaro Branch-Hutchings, nw cor Kimball av, John Tucker",,
Kansas City,1927,16,27,Rosedale Branch,Churches,,Rosedale Branch-3950 Rainbow Blvd,,
Kansas City,1927,16,28,Immanuel,Churches,,Immanuel-26th and Metropolitan av,,
Kansas City,1927,16,29,Messiah (Swedish),Churches,,"Messiah (Swedish)-Grandview, ne cor 12th: Rev Paul N Esping, r1149 Sandusky av",,
Kansas City,1927,16,30,Evangelical of Our Saviour,Churches,,"Evangelical of Our Saviour-2502 Westport rd. Rev Paul Juergensen, r4303 Booth",,
Kansas City,1927,16,31,Our Saviour (Danish),Churches,,"Our Saviour (Danish)-731 Broadview av: Rev Karl Wilhelmsen, r1808 Oakland av",,
Kansas City,1927,16,32,St Luke's (German Evangelical),Churches,,"St Luke's (German Evangelical)-739 Broad- view av. Rev Herman A Nothnagel pastor, r712 Reynolds",,
Kansas City,1927,16,33,Trinity,Churches,,Trinity-801 N 17th. Rev Oscar W Aderholdt,,
Kansas City,1927,16,35,Argentine,Churches,,"Central-931 Argentine Blvd. Rev Fred Benson, r952 Kansas av",,
Kansas City,1927,16,36,Central Avenue,Churches,,"Central Avenue-948 Central av: PTL F Waring, r1125 Central av",,
Kansas City,1927,16,37,East Central,Churches,,East Central-619 S 7th,,
Kansas City,1927,16,38,First,Churches,,First-Southwest Blvd ne cor Mill,,
Kansas City,1927,16,39,Grace,Churches,,"Grace-17th, nw cor Yecker; Rev I C Paugh",,
Kansas City,1927,16,40,London Heights,Churches,,"London Heights-Garfield av, ne cor 15th; Rev John W Kensit",,
Kansas City,1927,16,41,Mason Memorial,Churches,,"Mason Memorial - Oakland cor 9th; Rev Saml A Shipling, r1415 N 9th",,
Kansas City,1927,16,42,Metropolitan Avenue,Churches,,Metropolitan Avenue-2511 Metropolitan av,,
Kansas City,1927,16,43,Mexican Mission,Churches,,Mexican Mission-1044 S 26th,,
Kansas City,1927,16,44,Mount Pleasant,Churches,,Mount Pleasant-5th and Stewart av,,
Kansas City,1927,16,45,Quindaro,Churches,,"Quindaro-2284 Russell av; Rev GWDur- ham, r2274 Russell av",,
Kansas City,1927,16,46,Quayle Memorial,Churches,,Quayle Memorial-2830 N 17th: Rev S M Finch pastor,,
Kansas City,1927,16,47,Salem,Churches,,Salem-43d and Cambridge,,
Kansas City,1927,16,49,Wesley,Churches,,"Wesley-Orville av, nw cor 32d: Rev Lew W Foster, r3214 Orville av",,
Kansas City,1927,16,50,Wesley Chapel,Churches,,Wesley Chapel-106 Shawnee: Rev John H Streeter,,
Kansas City,1927,16,51,Wesleyan,Churches,,Wesleyan 1600 Richmond av; Rev CE Huscher,,
Kansas City,1927,16,54,Chelsea,Churches,,"Chelsea-25th, ne cor Freeman",,
Kansas City,1927,16,55,Gordon Place,Churches,,"Gordon Place-800 Lafayette av; Rev Chas Obee, r3141 Parallel av",,
Kansas City,1927,16,56,University,Churches,,"University-32d and ne cor Garfield av: Rev Wilbur M Snyder, r1939 N 32d",,
Kansas City,1927,16,57,Westheight,Churches,,"Westheight-2500 Nebraska av: Rev Thos F Garrison, r1208 N 25th",,
Kansas City,1927,16,58,Allen Chapel,Churches,,Allen Chapel-3417 N 28th: Rev FJ Bryant pastor,,
Kansas City,1927,16,59,Bethel,Churches,,Bethel-245 Fisher,,
Kansas City,1927,16,60,Carey Chapel,Churches,,Carey Chapel-2059 N 4th; Rev Geo E Horsey,,
Kansas City,1927,16,61,Epworth Chapel,Churches,,"Epworth Chapel-914 S 6th; Rev Aaron Gamble, r916 S 6th",,
Kansas City,1927,16,62,First A ME,Churches,,"First A ME-8th se cor Nebraska av: Rev JB Isaacs, r1111 N 8th",,
Kansas City,1927,16,63,Grand Chapel,Churches,,Grand Chapel-2802 N Tremont,,
Kansas City,1927,16,64,Ninth St M E,Churches,,Ninth St M E-1419 N 9th,,
Kansas City,1927,16,65,St Luke's,Churches,,St Luke's-808 N 12th,,
Kansas City,1927,16,66,St Peter's,Churches,,"St Peter's-8th sw cor Oakland av. Rev Thos A Brown, r433 Everett av",,
Kansas City,1927,16,67,Trinity,Churches,,Trinity-5th ne cor Greeley av; Rev Thos W Greene. r436 Greeley,,
Kansas City,1927,16,68,Wesley Chapel,Churches,,"Wesley Chapel-106 Iowa: Rev A J McAl- lister, r rear 106 Iowa",,
Kansas City,1927,16,69,Zion,Churches,,"Zion-4000 Minnie; Rev Adam L Wilson, r2905 40th av",,
Kansas City,1927,16,70,Argentine,Churches,,Argentine-Strong av sw cor 38th,,
Kansas City,1927,16,71,First,Churches,,"First-7th, se cor Nebraska av: Rev Robt Karr, r415 N 7th",,
Kansas City,1927,16,72,First United,Churches,,"First United-11th and Grandview Blvd: Rev R Francis Hall, r816 Sandusky av",,
Kansas City,1927,16,73,Grandview Park,Churches,,"Grandview Park-1613 Wilson Blvd; Rev Al- fred W Lees, r1615 Wilson Blvd",,
Kansas City,1927,16,74,Western Highlands,Churches,,Western Highlands-Cleveland av. nw cor 12th,,
Kansas City,1927,16,75,First,Churches,,First-5th ne cor Waverly,,
Kansas City,1927,16,76,Second,Churches,,"Second-705 Freeman av: Rev Albert Miller, r1009 Freeman av",,
Kansas City,1927,16,77,Oliver Memorial,Churches,,"Oliver Memorial-1906 Park dr: Rev Claude O Main, r1908 Park dr",,
Kansas City,1927,16,78,University,Churches,,"University-32d and Parallel av: Rev Stan- ley B Williams, r1945 N 31st",,
Kansas City,1927,16,79,Assembly of God,Churches,,"Assembly of God-Riverview av, ne cor 7th",,
Kansas City,1927,16,80,Bethel Mission,Churches,,Bethel Mission-100 S 10th,,
Kansas City,1927,16,81,Christian Assembly,Churches,,Christian Assembly-604 N 6th,,
Kansas City,1927,16,82,Church of Christ,Churches,,Church of Christ-1102 Minn av,,
Kansas City,1927,16,83,Church of Christ (Colored),Churches,,"Church of Christ (Colored)-Oakland av ne cor 4th; Rev Jas E Abernathy, r933 Oak- land",,
Kansas City,1927,16,84,Church of God,Churches,,Church of God-2700 N 5th,,
Kansas City,1927,16,85,Church of God,Churches,,"Church of God-219 N 7th; Rev Newton L Beecher, r1552 N 33d",,
Kansas City,1927,16,86,Church of God (colored),Churches,,"Church of God (colored)-1907 N 3d; Rev Humphrey Hill, r328 Franklin av",,
Kansas City,1927,16,87,Church of God,Churches,,Church of God-10th and Ray av; Prev J O Shepherd,,
Kansas City,1927,16,88,Church of God,Churches,,Church of God-628 Osage av,,
Kansas City,1927,16,89,Church of God,Churches,,Church of God-1056 Freeman av,,
Kansas City,1927,16,90,Church of God,Churches,,Church of God-2820 Hallock,,
Kansas City,1927,16,91,Church of God,Churches,,Church of God-2928 N 6th,,
Kansas City,1927,16,92,Church of God in Christ (colored),Churches,,"Church of God in Christ (colored)-2217 N 3d; Rev MC Green, r325 State av",,
Kansas City,1927,16,93,Church of the Living God (colored),Churches,,"Church of the Living God (colored)-436 Ne- braska av; Rev Moses Robinson, r3011 N 6th",,
Kansas City,1927,16,94,Church of the Brethren,Churches,,"Church of the Brethren Shawnee se cor St Paul; Rev Geo R Eller, r1012 Shawnee av",,
Kansas City,1927,16,95,Church of the Brethren,Churches,,"Church of the Brethren-Central cor Boeke; Rev Wm A Kinzie, r85 S 19th",,
Kansas City,1927,16,96,Church of the Holy Ghost,Churches,,Church of the Holy Ghost-900 New Jersey av,,
Kansas City,1927,16,97,Church of the Nazarene,Churches,,"Church of the Nazarene-2843 N 13th; Rev Elmer D Russell, r2510 N 13th",,
Kansas City,1927,16,98,Church of the Nazarene,Churches,,Church of the Nazarene-2500 Essex av,,
Kansas City,1927,16,99,Eternal Life Mission,Churches,,"Eternal Life Mission-1614 Quindaro Blvd; Rev Archibald MacFarlane, r1618 Quindaro",,
Kansas City,1927,16,100,Gospel Tabernacle,Churches,,Gospel Tabernacle-18th and Yecker av,,
Kansas City,1927,16,101,Greek Orthodox Church,Churches,,Greek Orthodox Church-20 S Tremont,,
Kansas City,1927,16,102,Life Line Mission (Free Methodist),Churches,,Life Line Mission (Free Methodist)-711 Osage av; Rev Anna R Turner,,
Kansas City,1927,16,1,Mennonite Church,Churches,,"Mennonite Church-37th and Metropolitan av; Rev Jacob D Mininger, r2409 Farrow",,
Kansas City,1927,16,2,Mennonite Gospel Mission,Churches,,Mennonite Gospel Mission-7th sw cor Pacific av,,
Kansas City,1927,16,3,Open Door Mission,Churches,,Open Door Mission-Parallel av nw cor 26th,,
Kansas City,1927,16,4,Pentecost Church,Churches,,Pentecost Church-2930 N 27th; Rev D W Williams pastor,,
Kansas City,1927,16,5,Pentecostal Mission,Churches,,"Pentecostal Mission-639 Cheyenne; Rev P L Gilliland pastor, r637 Cheyenne av",,
Kansas City,1927,16,6,Pentecostal Church,Churches,,"Pentecostal Church-12th and Kansas av; Rev O D Hurley pastor, r818 Gilmore av",,
Kansas City,1927,16,7,Prince Park Calvin Union Mission,Churches,,"Prince Park Calvin Union Mission-Stewart av, bet 17th and 18th",,
Kansas City,1927,16,8,Reorganized Church of Jesus Christ of Latter Day Saints,Churches,,"Reorganized Church of Jesus Christ of Latter Day Saints-Quindaro Blvd and Hutchings av; John Tucker, 1210 Troup av",,
Kansas City,1927,16,9,Russian Orthodox,Churches,,"Russian Orthodox-552 Lowell av; Rev Paul Limaroff, r558 Lowell av",,
Kansas City,1927,16,10,United Prebyterian,Churches,,"United Prebyterian-Grandview Blvd nw cor 11th; Rev R Francis Hall pastor, r816 Sandusky av",,
Kansas City,1927,16,11,Salvation Army,Welfare Organizations,,Salvation Army-651 Kansas av,,
Kansas City,1927,16,12,Serbian Orthodox,Churches,,Serbian Orthodox-Lowell av sw cor Bethany; Rev Zivojin Restanovich,,
Kansas City,1927,16,13,Unitarian Mission,Churches,,Unitarian Mission-2902 N Hallock,,
Kansas City,1927,16,14,Wyandotte Post No 83,Patriotic Organizations,,"Wyandotte Post No 83-Headquarters 1003 N 7th, Room 6; Phone Drexel 0350; Clyde Latchem commander, Lee Judy v-commander, Wint Smith fin officer",,
Kansas City,1927,16,15,Wyandotte County Chapter,Welfare Organizations,,"Wyandotte County Chapter-Frank L Bates exec sec; Getty bldg, 819 N 7th",,
Kansas City,1927,16,16,Home Service Section,Welfare Organizations,,"Home Service Section-Mrs Mary B Chappell exec sec, Miss Ethel Allvine asst sec; 40 Stubbs bldg, 645% Minn av",,
Kansas City,1927,16,17,State Headquarters,Welfare Organizations,,State Headquarters-516 Minnesota av; J F Drummond state supvr,,
Kansas City,1927,16,18,Kansas Camp No 1,Patriotic Organizations,,Kansas Camp No 1-516 Minnesota av; R B Brown commander,,
Kansas City,1927,16,19,Franklin Lodge No 187,Benevolent and Fraternal,,Franklin Lodge No 187-Mrs Rose McColm sec; 4 Horstman bldg,,
Kansas City,1927,16,20,Family Service Society,Welfare Organizations,,"Family Service Society-645½ Minnesota av; Francis Glanville pres, K L Browne treas, Geo E Kemp genl sec",,
Kansas City,1927,16,21,Community Chest Association,Welfare Organizations,,Community Chest Association-727 Minnesota av; Geo E Kent exec sec,,
Kansas City,1927,16,22,Wyandotte Lodge No 440,Benevolent and Fraternal,,"Wyandotte Lodge No 440-2d fl Home State Bank bldg; F S Mersetta exalted ruler, B E Rively sec",,
Kansas City,1927,16,24,Vesta C Westfall,Youth Organizations,,403 Huron bldg; Vesta C Westfall corres sec,,
Kansas City,1927,16,25,Office,Welfare Organizations,,Office 727 Minnesota av; C L Brokaw pres.,,
Kansas City,1927,16,27,Young Men's Christian Association,Youth Organizations,,"Young Men's Christian Association, A T & SF Railway Branch-1325 S 27th; H L Snow sec",,
Kansas City,1927,16,28,YMCA Building,Youth Organizations,,YMCA Building (New)-8th nw cor Arm- strong,,
Kansas City,1927,16,30,Yates Branch,Youth Organizations,,"Yates Branch-237 Washington Blvd; Mrs A J Neely pres, Edith Darrott sec",,
Kansas City,1927,16,31,Central Council 171,Labor Organizations,,"Central Council 171-Meets 2d and 4th Tuesdays at 640 Minnesota av, 626 Minn av",,
Kansas City,1927,16,32,Citizens Council No 2301,Labor Organizations,,Citizens Council No 2301-819 N 7th,,
Kansas City,1927,16,33,Council No 468,Labor Organizations,,Council No 468-34th and Strong av,,
Kansas City,1927,16,34,Lodge No 185,Labor Organizations,,Lodge No 185-G W Harrington; 2 Barker bldg,,
Kansas City,1927,16,35,Progressive Council No 704,Labor Organizations,,Progressive Council No 704 (Rosedale)-520 SW Blvd,,
Kansas City,1927,16,36,Prosperity Council No 290,Labor Organizations,,"Prosperity Council No 290-Friday, Daniels Halls, Kansas av and Packard",,
Kansas City,1927,16,37,Riverview Council No 2299,Labor Organizations,,Riverview Council No 2299-650 Minnesota av,,
Kansas City,1927,16,38,Saml T Taylor,Labor Organizations,,201 Andrews bldg; Saml T Taylor state mgr,,
Kansas City,1927,16,39,Aerie No 87,Benevolent and Fraternal,,Aerie No 87-D J Handrahan sec; meets every Thursday 619 Ann av,,
Kansas City,1927,16,40,Aerie No 1100,Benevolent and Fraternal,,Aerie No 1100-1172 SW Blvd,,
Kansas City,1927,16,41,Burnside. Post No 28,Patriotic Organizations,,Burnside. Post No 28-1st and 3d Saturday Chamber of Commerce bldg,,
Kansas City,1927,16,42,Capt Kingscott Post No 463,Patriotic Organizations,,Capt Kingscott Post No 463-Department of Kansas: 1st Sunday; J W Cashner commander; 3114 Strong av,,
Kansas City,1927,16,43,George I Ransom Post No 303,Patriotic Organizations,,"George I Ransom Post No 303, Department of Kansas C C Logan post commander; meets 1st and 3d Sundays, 743 Osage av",,
Kansas City,1927,16,44,Capt Kingscott Relief Corps No 177,Patriotic Organizations,,"Capt Kingscott Relief Corps No 177-2d and 4th Fridays, 3114 Strong av",,
Kansas City,1927,16,45,Ladies' Auxiliary No 8,Patriotic Organizations,,"Ladies' Auxiliary No 8-Meets 1st and 3d Wednsdays, 552 Minnesota av: Kate Buckley sec",,
Kansas City,1927,16,46,Wyandotte Court No 600,Benevolent and Fraternal,,Wyandotte Court No 600-624 Minnesota av:. meets 1st and 3d Thursday evenings,,
Kansas City,1927,16,47,Canton No 1,Benevolent and Fraternal,,"Canton No 1-Meets 2d and 4th Thursdays, 552 Minn av; F Eaton sec",,
Kansas City,1927,16,48,Chelsea No 564,Benevolent and Fraternal,,Chelsea No 564-1621 N 25th,,
Kansas City,1927,16,49,Interstate No 477,Benevolent and Fraternal,,Interstate No 477-912 SW Blvd,,
Kansas City,1927,16,50,Summunduwot Lodge No 3,Benevolent and Fraternal,,"Summunduwot Lodge No 3-Meets every Monday, 552 Minn av; F M Lechner rec sec",,
Kansas City,1927,16,51,Veritas No 247,Benevolent and Fraternal,,Veritas No 247-2105 Silver av,,
Kansas City,1927,16,52,Wyandotte No 9,Benevolent and Fraternal,,Wyandotte No 9-Meets 1st and 3d Thursdays. 532 Minn av; Grover Sears fin sec,,
Kansas City,1927,16,53,Wyandotte Rebekah No 6,Benevolent and Fraternal,,Wyandotte Rebekah No 6-Meets 2d and 4th. Thursdays at 552 Minn av; Bertha White rec sec,,
Kansas City,1927,16,54,Rosedale,Benevolent and Fraternal,,Rosedale-100 Mission rd,,
Kansas City,1927,16,55,Household of Ruth,Benevolent and Fraternal,,Household of Ruth-100 Mission rd,,
Kansas City,1927,16,56,Past Noble Grand Assn I O O F,Benevolent and Fraternal,,Past Noble Grand Assn I O O F-Meets 1st Monday of each month at 552 Minn av; Cora B Beem sec,,
Kansas City,1927,16,57,Cheyenne Tribe No 19,Benevolent and Fraternal,,"Cheyenne Tribe No 19-Meets every Monday, 8 pm, 968 Central av",,
Kansas City,1927,16,58,Umatilla Council No 18,Benevolent and Fraternal,,"Umatilla Council No 18-Tuesday, Red Men's Hall, 25th and Wood av",,
Kansas City,1927,16,59,Wyandotte Council No 33,Benevolent and Fraternal,,"Wyandotte Council No 33-Meets every Wednesday, 8 pm, 960 Central av",,
Kansas City,1927,16,60,Lafayette Council No 826,Benevolent and Fraternal,,"Lafayette Council No 826-Francis Ryan grand knight, Chas McGan fin sec; meets every Monday evening, K of C Hall. Peoples Natl Bank bldg",,
Kansas City,1927,16,61,John B Miege Council No 843,Benevolent and Fraternal,,"John B Miege Council No 843-Cor Mill and Osage; Jas Wall grand knight, John C O'Brien fin sec",,
Kansas City,1927,16,62,St John Council No 709,Benevolent and Fraternal,,"St John Council No 709-Masonic bldg, 213 Met av: J J Mullins grand knight, Peter Spohr fin sec",,
Kansas City,1927,16,63,Holy Name No 1523,Benevolent and Fraternal,,Holy Name No 1523-Kansas av and Shaw- nee; Frank Love grand knight. Chas Readecker fin sec,,
Kansas City,1927,16,64,Wyandotte Lodge No 1,Benevolent and Fraternal,,"Wyandotte Lodge No 1-Thursday, K of P Hall, 624 Minnesota av",,
Kansas City,1927,16,65,Section 267,Labor Organizations,,"Section 267-N B Berry, 215 Merriam bldg",,
Kansas City,1927,16,66,Calanthe Temple No 1,Benevolent and Fraternal,,"Calanthe Temple No 1-1st and 3d Thursdays, K of P Hall, 624 Minnesota av",,
Kansas City,1927,16,67,Wide Awake Temple No 59,Benevolent and Fraternal,,"Wide Awake Temple No 59-2d and 4th Thursdays, K of P Hall, 624 Minnesota av",,
Kansas City,1927,16,68,State Headquarters,Benevolent and Fraternal,,State Headquarters-721 Minnesota av,,
Kansas City,1927,16,69,Kansas City Tent No 11,Benevolent and Fraternal,,"Kansas City Tent No 11-Tuesday night, 739 Minnesota av; L C Fuller R K",,
Kansas City,1927,16,70,Sunflower Review No. 1,Benevolent and Fraternal,,"Sunflower Review No. 1-1st and 3d Thurst day afternoons, 552 Minnesota av",,
Kansas City,1927,16,71,Active Review No 4,Benevolent and Fraternal,,"Active Review No 4-1st and 3d Friday afternoons, 552 Minnesota av",,
Kansas City,1927,18,1,Lafayette Lodge of Perfection No 10,Benevolent and Fraternal,,"Mary Littick Review No 28-2d and 4th Lafayette Lodge of Perfection No 10-1st Tuesday afternoons, Butler's Hall, 745 Wednesday, Scottish Rite Temple, 7th ne Central av cor Ann av; D Clarke Kelly sec, Scottish",,
Kansas City,1927,18,2,Victory Chapter Rose Croix No 7,Benevolent and Fraternal,,"Harmony Review No 39-1st and 3d Friday. Rite Temple afternoons, Motter Hall, 10th and Central Victory Chapter Rose Croix No 7-1st Wednesday, Scottish Rite Temple, 7th ne cor Ann av; D Clarke Kelly sec, Scottish Rite",,
Kansas City,1927,18,3,Rosedale Review No 34,Benevolent and Fraternal,,"Rosedale Review No 34-1st and 3d Tuesdays, Masonic Temple, Rosedale",,
